"Date","Day_of_month","Nweek","Month","Num_offices","Num_employees","shift1_trans","shift2_trans","shift1_em","shift2_em","shift_all_em","Max_check","Min_check","Mean_check","Trans_amount","Trans_sum","Trans_mean","Class1","Class2","Class3","Class1.1","Class2.1","Class3.1"
"2013-07-03",3,26,7,1,2,2,7,0,0,2,3,1,1.33333333333333,9,1200,133.333333333333,0.777777777777778,0.222222222222222,0,"7","2","0"
"2013-07-04",4,26,7,1,1,1,5,0,0,1,3,1,1.33333333333333,6,800,133.333333333333,0.833333333333333,0.166666666666667,0,"5","1","0"
"2013-07-05",5,26,7,1,2,2,0,2,0,0,1,1,1,2,200,100,1,0,0,"2","0","0"
"2013-07-06",6,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-07",7,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-08",8,27,7,1,1,0,3,0,1,0,1,1,1,3,300,100,1,0,0,"3","0","0"
"2013-07-09",9,27,7,1,1,2,0,1,0,0,1,1,1,2,200,100,1,0,0,"2","0","0"
"2013-07-10",10,27,7,1,1,1,4,0,0,1,3,1,1.4,5,700,140,0.8,0.2,0,"4","1","0"
"2013-07-11",11,27,7,1,1,3,2,0,0,1,2,1,1.2,5,600,120,0.8,0.2,0,"4","1","0"
"2013-07-12",12,27,7,1,1,0,4,0,1,0,1,1,1,4,400,100,1,0,0,"4","0","0"
"2013-07-13",13,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-14",14,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-15",15,28,7,1,1,0,3,0,1,0,1,1,1,3,300,100,1,0,0,"3","0","0"
"2013-07-16",16,28,7,1,1,2,7,0,0,1,2,1,1.11111111111111,9,1035,115,0.888888888888889,0.111111111111111,0,"8","1","0"
"2013-07-17",17,28,7,1,1,0,3,0,1,0,1,1,1,3,300,100,1,0,0,"3","0","0"
"2013-07-18",18,28,7,1,1,3,2,0,0,1,2,1,1.2,5,900,180,0.8,0.2,0,"4","1","0"
"2013-07-19",19,28,7,1,2,6,6,1,0,1,3,1,1.16666666666667,12,1500,125,0.916666666666667,0.0833333333333333,0,"11","1","0"
"2013-07-20",20,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-21",21,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-22",22,29,7,1,2,1,6,0,1,1,1,1,1,7,700,100,1,0,0,"7","0","0"
"2013-07-23",23,29,7,1,1,1,5,0,0,1,5,1,1.66666666666667,6,1300,216.666666666667,0.833333333333333,0,0.166666666666667,"5","0","1"
"2013-07-24",24,29,7,1,1,2,4,0,0,1,4,1,1.66666666666667,6,1000,166.666666666667,0.8,0.2,0,"4","1","0"
"2013-07-25",25,29,7,1,1,1,1,0,0,1,3,1,2,2,400,200,0.5,0.5,0,"1","1","0"
"2013-07-26",26,29,7,1,1,1,6,0,0,1,1,1,1,7,700,100,1,0,0,"7","0","0"
"2013-07-27",27,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-28",28,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-07-29",29,30,7,2,6,14,24,1,0,5,4,1,1.55263157894737,38,6300,165.789473684211,0.75,0.25,0,"27","9","0"
"2013-07-30",30,30,7,2,3,6,16,0,1,2,3,1,1.31818181818182,22,3000,136.363636363636,0.727272727272727,0.272727272727273,0,"16","6","0"
"2013-07-31",31,30,7,2,2,9,1,1,0,1,3,1,1.3,10,1300,130,0.8,0.2,0,"8","2","0"
"2013-08-01",1,30,8,2,6,18,22,0,1,5,6,1,2.025,40,9600,240,0.648648648648649,0.216216216216216,0.135135135135135,"24","8","5"
"2013-08-02",2,30,8,1,4,14,17,0,1,3,5,1,1.93548387096774,31,6500,209.677419354839,0.551724137931034,0.379310344827586,0.0689655172413793,"16","11","2"
"2013-08-03",3,30,8,1,2,7,11,1,0,1,4,1,1.38888888888889,18,2700,150,0.823529411764706,0.176470588235294,0,"14","3","0"
"2013-08-04",4,30,8,1,2,7,12,0,0,2,5,1,1.73684210526316,19,3700,194.736842105263,0.722222222222222,0.222222222222222,0.0555555555555556,"13","4","1"
"2013-08-05",5,31,8,2,4,7,21,0,1,3,5,1,2,28,6000,214.285714285714,0.592592592592593,0.259259259259259,0.148148148148148,"16","7","4"
"2013-08-06",6,31,8,2,4,13,17,0,0,4,5,1,1.53333333333333,30,4600,153.333333333333,0.666666666666667,0.3,0.0333333333333333,"20","9","1"
"2013-08-07",7,31,8,2,5,16,25,1,0,4,4,1,1.63414634146341,41,7000,170.731707317073,0.6,0.4,0,"24","16","0"
"2013-08-08",8,31,8,2,4,14,28,0,0,4,5,1,1.64285714285714,42,7100,169.047619047619,0.642857142857143,0.30952380952381,0.0476190476190476,"27","13","2"
"2013-08-09",9,31,8,2,5,19,26,0,1,4,5,1,1.46666666666667,45,6700,148.888888888889,0.755555555555556,0.2,0.0444444444444444,"34","9","2"
"2013-08-10",10,31,8,1,1,4,8,0,0,1,4,1,2.08333333333333,12,2600,216.666666666667,0.5,0.5,0,"5","5","0"
"2013-08-11",11,31,8,1,2,6,7,0,0,2,6,1,2.46153846153846,13,3300,253.846153846154,0.416666666666667,0.416666666666667,0.166666666666667,"5","5","2"
"2013-08-12",12,32,8,2,4,12,20,0,1,3,6,1,1.65625,32,5600,175,0.67741935483871,0.290322580645161,0.032258064516129,"21","9","1"
"2013-08-13",13,32,8,2,3,8,17,0,0,3,4,1,2.16,25,5900,236,0.5,0.5,0,"11","11","0"
"2013-08-14",14,32,8,2,3,18,16,0,0,3,3,1,1.67647058823529,34,5700,167.647058823529,0.588235294117647,0.411764705882353,0,"20","14","0"
"2013-08-15",15,32,8,2,4,12,20,0,2,2,5,1,2.03125,32,6800,212.5,0.548387096774194,0.354838709677419,0.0967741935483871,"17","11","3"
"2013-08-16",16,32,8,2,3,16,20,1,0,2,3,1,1.44444444444444,36,5200,144.444444444444,0.666666666666667,0.333333333333333,0,"24","12","0"
"2013-08-17",17,32,8,1,3,9,18,0,0,3,6,1,2,27,6100,225.925925925926,0.615384615384615,0.269230769230769,0.115384615384615,"16","7","3"
"2013-08-18",18,32,8,1,3,9,14,0,0,3,6,1,1.95652173913043,23,4900,213.04347826087,0.652173913043478,0.173913043478261,0.173913043478261,"15","4","4"
"2013-08-19",19,33,8,2,4,10,18,1,0,3,4,1,1.5,28,4300,153.571428571429,0.666666666666667,0.333333333333333,0,"18","9","0"
"2013-08-20",20,33,8,2,4,12,17,0,0,4,5,1,1.68965517241379,29,5900,203.448275862069,0.666666666666667,0.296296296296296,0.037037037037037,"18","8","1"
"2013-08-21",21,33,8,2,4,14,26,0,0,4,6,1,1.825,40,7900,197.5,0.657894736842105,0.289473684210526,0.0526315789473684,"25","11","2"
"2013-08-22",22,33,8,2,4,18,22,0,0,4,6,1,1.55,40,6500,162.5,0.692307692307692,0.282051282051282,0.0256410256410256,"27","11","1"
"2013-08-23",23,33,8,2,3,13,20,0,0,3,6,1,1.81818181818182,33,6100,184.848484848485,0.7,0.266666666666667,0.0333333333333333,"21","8","1"
"2013-08-24",24,33,8,1,3,11,16,0,0,3,5,1,2.18518518518519,27,6800,251.851851851852,0.590909090909091,0.318181818181818,0.0909090909090909,"13","7","2"
"2013-08-25",25,33,8,1,3,0,16,0,3,0,3,1,1.6875,16,4000,250,0.5,0.5,0,"8","8","0"
"2013-08-26",26,34,8,2,5,8,17,0,2,3,6,1,1.96,25,5600,224,0.64,0.24,0.12,"16","6","3"
"2013-08-27",27,34,8,2,4,9,22,0,1,3,4,1,1.45161290322581,31,5000,161.290322580645,0.733333333333333,0.266666666666667,0,"22","8","0"
"2013-08-28",28,34,8,2,4,6,18,0,0,4,3,1,1.25,24,3630,151.25,0.791666666666667,0.208333333333333,0,"19","5","0"
"2013-08-29",29,34,8,2,4,7,24,0,0,4,5,1,1.87096774193548,31,5800,187.096774193548,0.516129032258065,0.419354838709677,0.0645161290322581,"16","13","2"
"2013-08-30",30,34,8,2,5,17,27,0,1,4,5,1,1.75,44,9200,209.090909090909,0.69047619047619,0.261904761904762,0.0476190476190476,"29","11","2"
"2013-08-31",31,34,8,2,6,17,26,0,3,3,5,1,1.32558139534884,43,8800,204.651162790698,0.880952380952381,0.0952380952380952,0.0238095238095238,"37","4","1"
"2013-09-01",1,34,9,2,4,8,16,0,2,2,5,1,1.70833333333333,24,6200,258.333333333333,0.695652173913043,0.217391304347826,0.0869565217391304,"16","5","2"
"2013-09-02",2,35,9,2,5,14,20,0,2,3,4,1,1.70588235294118,34,5800,170.588235294118,0.766666666666667,0.233333333333333,0,"23","7","0"
"2013-09-03",3,35,9,2,5,10,23,0,1,4,5,1,1.57575757575758,33,5700,172.727272727273,0.75,0.1875,0.0625,"24","6","2"
"2013-09-04",4,35,9,2,6,14,25,1,2,3,5,1,1.58974358974359,39,6600,169.230769230769,0.763157894736842,0.184210526315789,0.0526315789473684,"29","7","2"
"2013-09-05",5,35,9,2,4,15,18,0,0,4,4,1,1.27272727272727,33,4400,133.333333333333,0.875,0.125,0,"28","4","0"
"2013-09-06",6,35,9,2,6,13,18,1,2,3,6,1,2,31,6535,210.806451612903,0.642857142857143,0.321428571428571,0.0357142857142857,"18","9","1"
"2013-09-07",7,35,9,1,4,16,15,0,1,3,4,1,1.48387096774194,31,4800,154.838709677419,0.827586206896552,0.172413793103448,0,"24","5","0"
"2013-09-08",8,35,9,1,3,4,14,0,1,2,5,1,1.66666666666667,18,3800,211.111111111111,0.666666666666667,0.277777777777778,0.0555555555555556,"12","5","1"
"2013-09-09",9,36,9,2,4,10,27,0,1,3,5,1,1.67567567567568,37,6670,180.27027027027,0.648648648648649,0.297297297297297,0.0540540540540541,"24","11","2"
"2013-09-10",10,36,9,2,5,11,16,1,1,3,5,1,2,27,5800,214.814814814815,0.555555555555556,0.333333333333333,0.111111111111111,"15","9","3"
"2013-09-11",11,36,9,2,5,12,16,1,2,2,3,1,1.5,28,4200,150,0.714285714285714,0.285714285714286,0,"20","8","0"
"2013-09-12",12,36,9,2,4,7,20,0,0,4,5,1,2,27,5400,200,0.666666666666667,0.291666666666667,0.0416666666666667,"16","7","1"
"2013-09-13",13,36,9,2,4,12,28,0,0,4,5,1,1.6,40,7135,178.375,0.763157894736842,0.184210526315789,0.0526315789473684,"29","7","2"
"2013-09-14",14,36,9,1,3,11,22,0,0,3,5,1,1.87878787878788,33,6600,200,0.59375,0.3125,0.09375,"19","10","3"
"2013-09-15",15,36,9,1,3,12,12,0,0,3,5,1,1.83333333333333,24,4700,195.833333333333,0.608695652173913,0.347826086956522,0.0434782608695652,"14","8","1"
"2013-09-16",16,37,9,2,4,17,18,1,0,3,4,1,1.45714285714286,35,5200,148.571428571429,0.8125,0.1875,0,"26","6","0"
"2013-09-17",17,37,9,2,4,10,13,0,0,4,5,1,1.78260869565217,23,4100,178.260869565217,0.608695652173913,0.347826086956522,0.0434782608695652,"14","8","1"
"2013-09-18",18,37,9,1,3,8,19,0,1,2,5,1,2.03703703703704,27,6100,225.925925925926,0.615384615384615,0.230769230769231,0.153846153846154,"16","6","4"
"2013-09-19",19,37,9,2,5,10,28,0,1,4,5,1,1.76315789473684,38,7400,194.736842105263,0.675675675675676,0.27027027027027,0.0540540540540541,"25","10","2"
"2013-09-20",20,37,9,2,4,11,22,0,0,4,4,1,1.57575757575758,33,5200,157.575757575758,0.8,0.2,0,"24","6","0"
"2013-09-21",21,37,9,1,3,10,0,3,0,0,5,1,2.3,10,2400,240,0.5,0.3,0.2,"5","3","2"
"2013-09-22",22,37,9,1,4,25,18,1,0,3,4,1,1.44186046511628,43,6400,148.837209302326,0.714285714285714,0.285714285714286,0,"30","12","0"
"2013-09-23",23,38,9,2,4,8,27,0,1,3,5,1,1.37142857142857,35,5100,145.714285714286,0.823529411764706,0.147058823529412,0.0294117647058824,"28","5","1"
"2013-09-24",24,38,9,2,3,2,17,0,2,1,4,1,1.57894736842105,19,3500,184.210526315789,0.823529411764706,0.176470588235294,0,"14","3","0"
"2013-09-25",25,38,9,2,7,2,44,0,6,1,5,1,1.93478260869565,46,10300,223.913043478261,0.595238095238095,0.333333333333333,0.0714285714285714,"25","14","3"
"2013-09-26",26,38,9,2,6,11,25,0,2,4,5,1,1.55555555555556,36,6000,166.666666666667,0.823529411764706,0.117647058823529,0.0588235294117647,"28","4","2"
"2013-09-27",27,38,9,2,4,14,20,0,1,3,4,1,1.41176470588235,34,5000,147.058823529412,0.84375,0.15625,0,"27","5","0"
"2013-09-28",28,38,9,1,5,13,18,1,1,3,7,1,2.06451612903226,31,6500,209.677419354839,0.666666666666667,0.259259259259259,0.0740740740740741,"18","7","2"
"2013-09-29",29,38,9,1,3,8,13,0,0,3,4,1,1.61904761904762,21,3400,161.904761904762,0.7,0.3,0,"14","6","0"
"2013-09-30",30,39,9,2,3,24,29,0,0,3,5,1,1.45283018867925,53,7900,149.056603773585,0.716981132075472,0.264150943396226,0.0188679245283019,"38","14","1"
"2013-10-01",1,39,10,2,6,19,31,0,1,5,5,1,1.6,50,8700,174,0.729166666666667,0.229166666666667,0.0416666666666667,"35","11","2"
"2013-10-02",2,39,10,2,4,11,27,0,0,4,5,1,1.84210526315789,38,7500,197.368421052632,0.771428571428571,0.114285714285714,0.114285714285714,"27","4","4"
"2013-10-03",3,39,10,2,5,9,31,0,1,4,5,1,1.5,40,6100,152.5,0.815789473684211,0.157894736842105,0.0263157894736842,"31","6","1"
"2013-10-04",4,39,10,2,4,13,28,0,0,4,5,1,1.34146341463415,41,5500,134.146341463415,0.85,0.125,0.025,"34","5","1"
"2013-10-05",5,39,10,2,5,18,21,1,1,3,4,1,1.66666666666667,39,6900,176.923076923077,0.714285714285714,0.285714285714286,0,"25","10","0"
"2013-10-06",6,39,10,2,4,16,18,0,1,3,3,1,1.17647058823529,34,4300,126.470588235294,0.911764705882353,0.0882352941176471,0,"31","3","0"
"2013-10-07",7,40,10,2,5,19,27,1,0,4,3,1,1.3695652173913,46,6300,136.95652173913,0.760869565217391,0.239130434782609,0,"35","11","0"
"2013-10-08",8,40,10,2,5,9,32,0,0,5,5,1,1.58536585365854,41,7100,173.170731707317,0.794871794871795,0.153846153846154,0.0512820512820513,"31","6","2"
"2013-10-09",9,40,10,2,5,14,29,0,1,4,5,1,1.48837209302326,43,6800,158.139534883721,0.80952380952381,0.142857142857143,0.0476190476190476,"34","6","2"
"2013-10-10",10,40,10,2,4,11,32,0,0,4,5,1,1.6046511627907,43,7500,174.418604651163,0.80952380952381,0.0952380952380952,0.0952380952380952,"34","4","4"
"2013-10-11",11,40,10,2,5,18,28,0,0,5,5,1,1.65217391304348,46,8200,178.260869565217,0.733333333333333,0.2,0.0666666666666667,"33","9","3"
"2013-10-12",12,40,10,2,5,19,12,1,1,3,5,1,1.67741935483871,31,5500,177.41935483871,0.689655172413793,0.275862068965517,0.0344827586206897,"20","8","1"
"2013-10-13",13,40,10,2,4,0,39,0,4,0,6,1,2.05128205128205,39,9100,233.333333333333,0.675675675675676,0.162162162162162,0.162162162162162,"25","6","6"
"2013-10-14",14,41,10,2,7,22,30,0,2,5,5,1,1.48076923076923,52,8300,159.615384615385,0.8,0.16,0.04,"40","8","2"
"2013-10-15",15,41,10,2,5,17,37,1,1,3,6,1,1.5,54,8500,157.407407407407,0.735849056603774,0.226415094339623,0.0377358490566038,"39","12","2"
"2013-10-16",16,41,10,2,5,18,34,0,0,5,4,1,1.71153846153846,52,9700,186.538461538462,0.6875,0.3125,0,"33","15","0"
"2013-10-17",17,41,10,2,5,16,27,0,0,5,5,1,1.34883720930233,43,6300,146.511627906977,0.857142857142857,0.119047619047619,0.0238095238095238,"36","5","1"
"2013-10-18",18,41,10,2,6,12,32,1,1,4,7,1,1.72727272727273,44,8400,190.909090909091,0.767441860465116,0.13953488372093,0.0930232558139535,"33","6","4"
"2013-10-19",19,41,10,2,4,22,31,0,0,4,6,1,1.37735849056604,53,8200,154.716981132075,0.884615384615385,0.0769230769230769,0.0384615384615385,"46","4","2"
"2013-10-20",20,41,10,2,4,11,23,0,1,3,5,1,1.58823529411765,34,5600,164.705882352941,0.787878787878788,0.151515151515152,0.0606060606060606,"26","5","2"
"2013-10-21",21,42,10,2,5,21,27,0,0,5,6,1,1.58333333333333,48,8000,166.666666666667,0.708333333333333,0.229166666666667,0.0625,"34","11","3"
"2013-10-22",22,42,10,2,6,10,29,0,2,4,6,1,2.05128205128205,39,10400,266.666666666667,0.648648648648649,0.189189189189189,0.162162162162162,"24","7","6"
"2013-10-23",23,42,10,2,5,13,29,1,0,4,7,1,1.61904761904762,42,7900,188.095238095238,0.825,0.1,0.075,"33","4","3"
"2013-10-24",24,42,10,2,5,10,33,0,1,4,4,1,1.3953488372093,43,6200,144.186046511628,0.829268292682927,0.170731707317073,0,"34","7","0"
"2013-10-25",25,42,10,2,6,18,31,0,1,5,5,1,1.28571428571429,49,6600,134.69387755102,0.816326530612245,0.163265306122449,0.0204081632653061,"40","8","1"
"2013-10-26",26,42,10,2,4,17,22,0,0,4,7,1,1.69230769230769,39,7300,187.179487179487,0.756756756756757,0.162162162162162,0.0810810810810811,"28","6","3"
"2013-10-27",27,42,10,1,3,11,21,0,0,3,6,1,1.8125,32,6400,200,0.633333333333333,0.333333333333333,0.0333333333333333,"19","10","1"
"2013-10-28",28,43,10,2,4,11,32,0,1,3,5,1,1.53488372093023,43,6600,153.488372093023,0.75609756097561,0.219512195121951,0.024390243902439,"31","9","1"
"2013-10-29",29,43,10,2,5,15,29,0,1,4,5,1,1.31818181818182,44,6000,136.363636363636,0.86046511627907,0.116279069767442,0.0232558139534884,"37","5","1"
"2013-10-30",30,43,10,2,5,14,14,1,0,4,6,1,1.46428571428571,28,4500,160.714285714286,0.785714285714286,0.178571428571429,0.0357142857142857,"22","5","1"
"2013-10-31",31,43,10,2,6,32,32,1,0,5,5,1,1.515625,64,10100,157.8125,0.819672131147541,0.147540983606557,0.0327868852459016,"50","9","2"
"2013-11-01",1,43,11,2,4,20,32,0,0,4,4,1,1.30769230769231,52,6800,130.769230769231,0.862745098039216,0.137254901960784,0,"44","7","0"
"2013-11-02",2,43,11,2,5,15,24,0,1,4,5,1,1.51282051282051,39,6400,164.102564102564,0.805555555555556,0.166666666666667,0.0277777777777778,"29","6","1"
"2013-11-03",3,43,11,2,4,14,23,0,0,4,4,1,1.37837837837838,37,5500,148.648648648649,0.857142857142857,0.142857142857143,0,"30","5","0"
"2013-11-04",4,44,11,2,5,16,31,0,0,5,4,1,1.42553191489362,47,6800,144.68085106383,0.863636363636364,0.136363636363636,0,"38","6","0"
"2013-11-05",5,44,11,2,5,17,34,0,1,4,5,1,1.35294117647059,51,7000,137.254901960784,0.84,0.14,0.02,"42","7","1"
"2013-11-06",6,44,11,2,4,10,33,0,0,4,6,1,1.44186046511628,43,6800,158.139534883721,0.853658536585366,0.0975609756097561,0.0487804878048781,"35","4","2"
"2013-11-07",7,44,11,2,4,21,33,0,0,4,6,1,1.46296296296296,54,8400,155.555555555556,0.807692307692308,0.153846153846154,0.0384615384615385,"42","8","2"
"2013-11-08",8,44,11,2,4,22,25,0,0,4,4,1,1.42553191489362,47,6800,144.68085106383,0.804347826086957,0.195652173913043,0,"37","9","0"
"2013-11-09",9,44,11,2,4,16,22,0,1,3,6,1,1.92105263157895,38,8200,215.789473684211,0.702702702702703,0.162162162162162,0.135135135135135,"26","6","5"
"2013-11-10",10,44,11,2,4,15,24,0,1,3,6,1,1.64102564102564,39,6900,176.923076923077,0.736842105263158,0.184210526315789,0.0789473684210526,"28","7","3"
"2013-11-11",11,45,11,2,4,17,31,0,0,4,5,1,1.375,48,6800,141.666666666667,0.8125,0.166666666666667,0.0208333333333333,"39","8","1"
"2013-11-12",12,45,11,2,6,14,35,0,2,4,4,1,1.38775510204082,49,7100,144.897959183673,0.826086956521739,0.173913043478261,0,"38","8","0"
"2013-11-13",13,45,11,2,5,14,24,1,0,4,5,1,1.60526315789474,38,6500,171.052631578947,0.756756756756757,0.162162162162162,0.0810810810810811,"28","6","3"
"2013-11-14",14,45,11,2,4,17,22,0,0,4,5,1,2,39,8400,215.384615384615,0.641025641025641,0.179487179487179,0.179487179487179,"25","7","7"
"2013-11-15",15,45,11,2,4,9,25,0,1,3,6,1,1.58823529411765,34,5900,173.529411764706,0.838709677419355,0.129032258064516,0.032258064516129,"26","4","1"
"2013-11-16",16,45,11,2,4,18,20,1,0,3,5,1,1.47368421052632,38,6200,163.157894736842,0.810810810810811,0.135135135135135,0.0540540540540541,"30","5","2"
"2013-11-17",17,45,11,2,4,10,25,0,1,3,5,1,1.48571428571429,35,5400,154.285714285714,0.8,0.142857142857143,0.0571428571428571,"28","5","2"
"2013-11-18",18,46,11,2,4,22,30,0,0,4,5,1,1.40384615384615,52,7600,146.153846153846,0.823529411764706,0.137254901960784,0.0392156862745098,"42","7","2"
"2013-11-19",19,46,11,2,5,18,36,0,1,4,5,1,1.38888888888889,54,7600,140.740740740741,0.792452830188679,0.188679245283019,0.0188679245283019,"42","10","1"
"2013-11-20",20,46,11,2,4,16,28,0,0,4,5,1,1.27272727272727,44,5700,129.545454545455,0.840909090909091,0.136363636363636,0.0227272727272727,"37","6","1"
"2013-11-21",21,46,11,2,4,19,25,0,0,4,3,1,1.34090909090909,44,6000,136.363636363636,0.772727272727273,0.227272727272727,0,"34","10","0"
"2013-11-22",22,46,11,2,4,14,31,0,0,4,5,1,1.91111111111111,45,8800,195.555555555556,0.651162790697674,0.232558139534884,0.116279069767442,"28","10","5"
"2013-11-23",23,46,11,2,5,18,21,0,2,3,5,1,1.64102564102564,39,6800,174.358974358974,0.717948717948718,0.179487179487179,0.102564102564103,"28","7","4"
"2013-11-24",24,46,11,2,4,19,27,0,0,4,4,1,1.32608695652174,46,6600,143.478260869565,0.822222222222222,0.177777777777778,0,"37","8","0"
"2013-11-25",25,47,11,2,6,3,37,0,3,3,6,1,1.7,40,7600,190,0.684210526315789,0.263157894736842,0.0526315789473684,"26","10","2"
"2013-11-26",26,47,11,2,4,16,25,0,0,4,4,1,1.41463414634146,41,6100,148.780487804878,0.75,0.25,0,"30","10","0"
"2013-11-27",27,47,11,2,4,20,30,0,0,4,5,1,1.48,50,7600,152,0.755102040816326,0.224489795918367,0.0204081632653061,"37","11","1"
"2013-11-28",28,47,11,2,4,9,28,0,1,3,6,1,1.37837837837838,37,5100,137.837837837838,0.810810810810811,0.162162162162162,0.027027027027027,"30","6","1"
"2013-11-29",29,47,11,2,4,14,23,0,0,4,6,1,1.59459459459459,37,6500,175.675675675676,0.72972972972973,0.216216216216216,0.0540540540540541,"27","8","2"
"2013-11-30",30,47,11,2,4,18,24,0,0,4,5,1,1.4047619047619,42,6600,157.142857142857,0.948717948717949,0,0.0512820512820513,"37","0","2"
"2013-12-01",1,47,12,2,4,12,9,0,0,4,5,1,1.38095238095238,21,4400,209.52380952381,0.9,0.05,0.05,"18","1","1"
"2013-12-02",2,48,12,2,7,20,32,3,0,4,5,1,1.61538461538462,52,9900,190.384615384615,0.78,0.14,0.08,"39","7","4"
"2013-12-03",3,48,12,2,4,10,24,0,0,4,6,1,1.85294117647059,34,7500,220.588235294118,0.696969696969697,0.181818181818182,0.121212121212121,"23","6","4"
"2013-12-04",4,48,12,2,4,16,23,0,0,4,6,1,1.69230769230769,39,7700,197.435897435897,0.815789473684211,0.0789473684210526,0.105263157894737,"31","3","4"
"2013-12-05",5,48,12,2,4,15,28,0,0,4,5,1,1.51162790697674,43,6800,158.139534883721,0.829268292682927,0.121951219512195,0.0487804878048781,"34","5","2"
"2013-12-06",6,48,12,2,4,18,31,0,0,4,5,1,1.53061224489796,49,7700,157.142857142857,0.765957446808511,0.191489361702128,0.0425531914893617,"36","9","2"
"2013-12-07",7,48,12,2,4,13,20,0,1,3,5,1,1.78787878787879,33,6200,187.878787878788,0.774193548387097,0.0967741935483871,0.129032258064516,"24","3","4"
"2013-12-08",8,48,12,2,4,11,18,1,0,3,5,1,1.72413793103448,29,5800,200,0.846153846153846,0.0769230769230769,0.0769230769230769,"22","2","2"
"2013-12-09",9,49,12,2,4,20,31,0,0,4,6,1,1.56862745098039,51,8400,164.705882352941,0.693877551020408,0.285714285714286,0.0204081632653061,"34","14","1"
"2013-12-10",10,49,12,2,4,16,28,0,0,4,5,1,1.84090909090909,44,8600,195.454545454545,0.666666666666667,0.261904761904762,0.0714285714285714,"28","11","3"
"2013-12-11",11,49,12,2,4,9,34,0,2,2,6,1,1.76744186046512,43,8400,195.348837209302,0.725,0.2,0.075,"29","8","3"
"2013-12-12",12,49,12,2,5,13,35,0,1,4,5,1,1.35416666666667,48,6900,143.75,0.826086956521739,0.152173913043478,0.0217391304347826,"38","7","1"
"2013-12-13",13,49,12,2,4,16,30,0,0,4,5,1,1.69565217391304,46,8500,184.782608695652,0.80952380952381,0.142857142857143,0.0476190476190476,"34","6","2"
"2013-12-14",14,49,12,2,5,12,20,2,1,2,5,1,1.6875,32,5800,181.25,0.666666666666667,0.3,0.0333333333333333,"20","9","1"
"2013-12-15",15,49,12,1,3,8,12,1,0,2,6,1,2.2,20,4800,240,0.6875,0.25,0.0625,"11","4","1"
"2013-12-16",16,50,12,3,10,30,48,2,3,5,7,1,1.55128205128205,78,14300,183.333333333333,0.74025974025974,0.207792207792208,0.051948051948052,"57","16","4"
"2013-12-17",17,50,12,3,7,21,45,0,0,7,7,1,2.07575757575758,66,14700,222.727272727273,0.596774193548387,0.258064516129032,0.145161290322581,"37","16","9"
"2013-12-18",18,50,12,3,7,22,37,1,1,5,5,1,1.61016949152542,59,10100,171.186440677966,0.719298245614035,0.228070175438596,0.0526315789473684,"41","13","3"
"2013-12-19",19,50,12,3,6,22,34,0,0,6,6,1,1.64285714285714,56,9700,173.214285714286,0.796296296296296,0.111111111111111,0.0925925925925926,"43","6","5"
"2013-12-20",20,50,12,3,8,13,45,0,3,5,6,1,1.77586206896552,58,13600,234.48275862069,0.696428571428571,0.232142857142857,0.0714285714285714,"39","13","4"
"2013-12-21",21,50,12,2,5,28,31,0,0,5,6,1,1.57627118644068,59,9700,164.406779661017,0.719298245614035,0.245614035087719,0.0350877192982456,"41","14","2"
"2013-12-22",22,50,12,2,6,15,42,0,2,4,5,1,1.78947368421053,57,12400,217.543859649123,0.716981132075472,0.207547169811321,0.0754716981132075,"38","11","4"
"2013-12-23",23,51,12,2,5,24,37,0,0,5,5,1,1.34426229508197,61,8300,136.065573770492,0.830508474576271,0.152542372881356,0.0169491525423729,"49","9","1"
"2013-12-24",24,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-12-25",25,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-12-26",26,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2013-12-27",27,51,12,2,6,33,35,1,0,5,4,1,1.22058823529412,68,8400,123.529411764706,0.895522388059702,0.104477611940299,0,"60","7","0"
"2013-12-28",28,51,12,2,6,16,21,0,2,4,6,1,1.64864864864865,37,7400,200,0.794117647058823,0.176470588235294,0.0294117647058824,"27","6","1"
"2013-12-29",29,51,12,2,5,19,27,0,2,3,5,1,1.30434782608696,46,6200,134.782608695652,0.844444444444444,0.133333333333333,0.0222222222222222,"38","6","1"
"2013-12-30",30,52,12,2,5,20,28,0,1,4,6,1,1.625,48,8100,168.75,0.729166666666667,0.1875,0.0833333333333333,"35","9","4"
